sku;designation_final;measurement_final;weight_final;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
5260980420/31;COOLER CHARGE AIR B-BANK RB;;;import;qa_ok_importar_found;true;1;12V4000M70;1900885;139;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260980520/31;COOLER CHARGE;;117,000 kg;import;qa_ok_importar_found;true;1;12V4000M70;1900860;138;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260981120;COOLER CHARGE;;52,500 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101351;131;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260981220;COOLER CHARGE;;57 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101352;131;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261530037;SCREEN WIRE MTG STRIPS;;1.12 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101368;331;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261800465/31;OIL COOLER LR ACCEPTANCE 4000-03;;;import;qa_ok_importar_found;true;1;16V4000M73;1401542;209;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261800465/87;OIL COOLER WITH TEST CERT. 3.1;;;import;qa_ok_importar_found;true;4;16V4000M73L;1501327, 1504534, 1506997, 1509483;204, 690, 1035, 1373;"{""total_rows"":4,""count_ok_importar"":4,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5262030539;FLANGE 4000LH;;0.650 kg;import;qa_ok_importar_found;true;2;20V4000M93L;1801474, 1805080;1294, 1671;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5265300113;PLUG-IN BOARD;M;;import;qa_ok_importar_found;true;1;12V4000M40A;1101385;374;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5265300213;PLUG-IN BOARD;KF;;import;qa_ok_importar_found;true;1;12V4000M40A;1101386;381;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5270101805;BLK;;2.063 KG;import;qa_ok_importar_found;true;1;16V4000M61;1300017;12;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5270180331;VENT HOUSING 4000;;;import;qa_ok_importar_found;true;1;12V4000M40A;1101397;30;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5270300701/31;CRANKSHAFT;;EM;import;qa_ok_importar_found;true;1;16V4000M61;1300211;40;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5270500101;CAMSHAFT FOR 16V;;;import;qa_ok_importar_found;true;1;16V4000M61;1300378;67;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5270510101;CAMSHAFT;;;import;qa_ok_importar_found;true;1;16V4000M61;1300389;68;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5271400421;CARRIER HOUSING COVER;;45 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101401;157;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5271401118;CARRIER HOUSING;;62,700 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101402;157;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5271401218;CARRIER HSG;;142 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101403;157;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5271530037;SCREEN WIRE MTG STRIPS;;1.700 kg;import;qa_ok_importar_found;true;2;16V4000M90;1602253, 1602277;317, 318;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5272030822;ELBOW;;;import;qa_ok_importar_found;true;1;16V4000M90;1601868;251;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275300813;PLUG-IN BOARD;;100 G;import;qa_ok_importar_found;true;1;16V4000M61;1302548;405;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275302613;PLUG-IN BOARD;;100,000 g;import;qa_ok_importar_found;true;1;12V4000M70;1905298;797;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275303413;PLUG-IN BOARD;;539,000 g;import;qa_ok_importar_found;true;1;12V4000M70;1904979;735;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275303837;PROGRAMMING CONNECTR FOR MONITOR SYSTEM PIM4;;;import;qa_ok_importar_found;true;1;16V4000M90;1602605;362;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275304360;HOUSING;;KF;import;qa_ok_importar_found;true;1;16V4000M61;1302312;367;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275304360/S0003;HOUSING;;3,440 KG KF;import;qa_ok_importar_found;true;1;12V4000M40A;1102412;408;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275305512;PLUG-IN BOARD MEM 6-01/A;KF;;import;qa_ok_importar_found;true;1;12V4000M40A;1101426;411;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275305512/76;PLUG-IN BOARD NOT ADJUSTED;;73 G;import;qa_ok_importar_found;true;1;12V4000M40A;1102413;412;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275307654;GOVERNOR;EM 455X277X91 (LXBXH);6,600 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101434;403;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275308412;PLUG-IN BOARD;;57 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101435;406;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275308912;PLUG-IN BOARD;;17,000 g;import;qa_ok_importar_found;true;1;12V4000M70;1905296;797;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5275309837;VPI - PROG CONN FOR MON SYS PIM4;;5.000 g M;import;qa_ok_importar_found;true;1;16V4000M90;1602607;364;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5280140002;OIL PAN;;480.000 kg;import;qa_ok_importar_found;true;2;20V4000M93L;1800100, 1803672;1133, 1506;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5280150031;INDICATOR DEAD CENTE R;;0.25 KGM;import;qa_ok_importar_found;true;2;20V4000M93L;1800133, 1803705;1138, 1511;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5280330362;THRUST WASHER;;9.260 kg;import;qa_ok_importar_found;true;1;16V4000M73;1400158;39;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5280500044;THRUST BEARING FLANG FOR CAMSHAFT;;1.647 kg;import;qa_ok_importar_found;true;2;20V4000M93L;1800465, 1804038;1184, 1557;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5280510201;CAMSHAFT FREE END;;;import;qa_ok_importar_found;true;6;20V4000M93, 20V4000M93L;1700496, 1704246, 1707986, 1711726, 1800469, 1804042;85, 481, 877, 1273, 1185, 1558;"{""total_rows"":6,""count_ok_importar"":6,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5281700102;VALVE AIR STARTER 1;;;import;qa_ok_importar_found;true;1;12V4000M70;1901345;200;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5281840509;COVER WATER DISTRIBUTION HOUSING BR 4000;;;import;qa_ok_importar_found;true;1;12V4000M53;1201476;204;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5281840609;FLANGE;;0.22 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1401713;227;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5285301983;MODULAR SYSTEM;;408 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101440;360;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295300413;PLUG-IN BOARD;;50,000 g;import;qa_ok_importar_found;true;1;12V4000M70;1905035;744;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295306812/76;PLUG-IN BOARD NOT ADJUSTED;;100 G;import;qa_ok_importar_found;true;1;12V4000M40A;1102415;316;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295306812/S0003;PLUG-IN BOARD;MPU27-01 MIT U;32,600 G KF;import;qa_ok_importar_found;true;1;12V4000M40A;1102416;315;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295307212;PLUG-IN BOARD;;;import;qa_ok_importar_found;true;1;12V4000M70;1905324;799;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295308212/76;PLUG-IN BOARD NOT ADJUSTED;;108,500 G;import;qa_ok_importar_found;true;1;12V4000M40A;1102417;391;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295308212/S0001;PLUG-IN BOARD;MPU 23-03 /URL;50 G;import;qa_ok_importar_found;true;1;12V4000M40A;1102418;360;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295308612;PLUG-IN BOARD;BOB1-02;11 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101460;390;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295308712;PLUG-IN BOARD;;200 G;import;qa_ok_importar_found;true;1;16V4000M61;1302558;405;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295309312;PLUG-IN BOARD;;30 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101464;367;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5295309312/78;PLUG-IN BOARD;;93,800 G;import;qa_ok_importar_found;true;1;12V4000M40A;1102422;368;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5315460443;BRACKET H:41 S2000/S 4000;;0.064 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202569;306;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5319971132;PLUG;;0.035 kg M18X1.5;import;qa_ok_importar_found;true;2;20V4000M93L;1801087, 1804693;1254, 1631;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5350980050;BUSHING;;187,600 g;import;qa_ok_importar_found;true;1;12V4000M53;1201082;151;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5360520080;GASKET;;0.006 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101472;36;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5360980118;ACTUATING CYLINDER BR2000 1;;;import;qa_ok_importar_found;true;1;12V4000M70;1900981;157;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5410100080;INSERT;;137 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101482;32;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5502030343;BRACKET;;56,900 g;import;qa_ok_importar_found;true;1;12V4000M53;1200224;41;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5550540174;PIN;;45 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101497;78;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5550781241;BRACKET;;0.103 KGM;import;qa_ok_importar_found;true;12;20V4000M93, 20V4000M93L;1702614, 1702622, 1706354, 1706362, 1710094, 1710102, 1713838, 1713846, 1802666, 1802674, 1806325, 1806333;288, 684, 1080, 1476, 1397, 1777;"{""total_rows"":12,""count_ok_importar"":12,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5564910150;BUSHING;8,5 X 20 X 22;0.044 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201665;217;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5590981750;FLANGE;;190,000 g;import;qa_ok_importar_found;true;1;12V4000M53;1201090;151;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5840983726;BRACKET;;52.800 g;import;qa_ok_importar_found;true;1;16V4000M73;1400813;132;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
006885005005;KEY WOODRUFF A;A 5 X 5 X 28;0.005 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101553;192;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8499970035;GASKET;;0.07 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101668;209;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8599970023;SEALING RING;;140 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101681;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8599970120;O-RING;;50.000 g 17,12 X 2,62;import;qa_ok_importar_found;true;1;16V4000M90;1600739;122;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8690740389;SOLENOID;;2,060 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101684;84;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8691800002;GEAR-TYPE PUMP;;5,500 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101686;191;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8691840034;FILTERING SCREEN;;187.200 g;import;qa_ok_importar_found;true;1;16V4000M73;1401670;222;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8692030012;AUTOMATIC CUT-OUT;;;import;qa_ok_importar_found;true;2;20V4000M93L;1802315, 1805974;1381, 1761;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8692030031;PUMP;;8,800 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101691;254;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8692030056;CONTROL;;71,100 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101693;254;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8692030059;SWITCH;;92 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101695;254;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8692030152;CONTACTOR;;100 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101699;254;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8692030520;OVERCURRENT TRIP 1;;;import;qa_ok_importar_found;true;1;16V4000M61;1301578;243;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8699950012;CLAMP;;551,800;import;qa_ok_importar_found;true;1;12V4000M40A;1101710;203;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
8699970154;ADHESIVE;;869 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101713;210;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
