libro,id,campo,valor_original,valor_corregido
20V4000M93L,?,pn_final,8692030001 600/44/3B,8692030001
20V4000M93L,?,pn_pdf,8592030250 B9-30-10,8592030250
20V4000M93L,?,pn_pdf,X59634200024/30 6900.000,X59634200024/30
20V4000M93L,?,pn_final,X59634200024/30 6900.000,X59634200024/30
20V4000M93L,?,pn_pdf,0011596139 52/13/MIT,0011596139
20V4000M93L,?,pn_final,0011596139 52/13/MIT,0011596139
20V4000M93L,?,pn_pdf,0011596139 52/13/MIT,0011596139
20V4000M93L,?,pn_final,0011596139 52/13/MIT,0011596139
20V4000M93L,?,pn_pdf,0011596139 52/13/MIT,0011596139
20V4000M93L,?,pn_final,0011596139 52/13/MIT,0011596139
20V4000M93L,?,pn_pdf,X53566400071/30/97 1000.000,X53566400071/30/97
20V4000M93L,?,pn_final,X53566400071/30/97 1000.000,X53566400071/30/97
20V4000M93L,?,pn_pdf,X82566400001/30/97 3050.000,X82566400001/30/97
20V4000M93L,?,pn_final,X82566400001/30/97 3050.000,X82566400001/30/97
